#,dvh.csv
,BODY (1)(volume: 14367.16),2Cm (2)(volume: 362.15),Bronchial Tree (3)(volume: 19.19),Chest Wall (4)(volume: 417.01),Contrast (5)(volume: 450.02),Cord (6)(volume: 7.63),Esophagus (7)(volume: 38.25),Great Vessels (8)(volume: 93.13),Lung_Lt (9)(volume: 943.06),Lung_Rt (10)(volume: 1279.22),Lung_Total (11)(volume: 2222.28),Rib (12)(volume: 37.95),Ring_101 (13)(volume: 27.46),Skin (14)(volume: 247.08),IGTV1 (15)(volume: 14.43),PTV1 (16)(volume: 39.99),IGTV2 (17)(volume: 0.99),PTV2 (18)(volume: 6.52),PTV2 sep (19)(volume: 5.83),PTV sum (20)(volume: 46.24),Ring_102 (21)(volume: 46.63),Ring_103 (22)(volume: 182.87),Ring_104 (23)(volume: 5.44),Ring_105 (24)(volume: 8.19),Ring_106 (25)(volume: 25.34),CouchSurface (26)(volume: 1235.44),CouchInterior (27)(volume: 7933.69),PRV1 (28)(volume: 2053.95),PRV2 (29)(volume: 1896.05),PRV3 (30)(volume: 1716.00)
32.3098,1.2201,0.325488,3.33067e-14,4.79841,0.104264,5.55112e-14,3.33067e-14,0.178176,-4.44185e-14,7.78703,4.4829,2.98507,100,-6.66134e-14,100,100,100,100,100,100,87.524,12.3912,100,43.4125,-2.22045e-14,0,NaN,0.244878,3.33067e-14,-2.22045e-14,
32.3656,1.2158,0.321274,3.33067e-14,4.75862,0.100874,5.55112e-14,3.33067e-14,0.176128,-4.44185e-14,7.76735,4.47156,2.98507,100,-6.66134e-14,100,100,100,100,100,100,87.1723,12.2402,100,42.8305,-2.22045e-14,0,NaN,0.234478,3.33067e-14,-2.22045e-14,
32.4214,1.21133,0.318114,3.33067e-14,4.71928,0.097059,5.55112e-14,3.33067e-14,0.16384,-4.44185e-14,7.74543,4.45895,2.97,100,-6.66134e-14,100,100,100,100,100,100,86.7468,12.0986,100,42.365,-2.22045e-14,0,NaN,0.225099,3.33067e-14,-2.22045e-14,
32.4772,1.20701,0.316007,3.33067e-14,4.67995,0.094516,5.55112e-14,3.33067e-14,0.155648,-4.44185e-14,7.72471,4.44702,2.96497,100,-6.66134e-14,100,100,100,100,100,100,86.3746,11.9654,100,41.8529,-2.22045e-14,0,NaN,0.216927,3.33067e-14,-2.22045e-14,
32.533,1.20336,0.313374,3.33067e-14,4.6429,0.0915491,5.55112e-14,3.33067e-14,0.155648,-4.44185e-14,7.70875,4.43783,2.94487,100,-6.66134e-14,100,100,100,100,100,100,86.031,11.8511,100,41.2942,-2.22045e-14,0,NaN,0.209219,3.33067e-14,-2.22045e-14,
32.5888,1.19887,0.311267,3.33067e-14,4.59624,0.0877345,5.55112e-14,3.33067e-14,0.145408,-4.44185e-14,7.68863,4.42624,2.9298,100,-6.66134e-14,100,100,100,100,100,100,85.6301,11.7043,100,40.8054,-2.22045e-14,0,NaN,0.200119,3.33067e-14,-2.22045e-14,
32.6446,1.1946,0.308107,3.33067e-14,4.56194,0.0860392,5.55112e-14,3.33067e-14,0.14336,-4.44185e-14,7.6673,4.41397,2.9298,100,-6.66134e-14,100,100,100,100,100,100,85.2579,11.5596,100,40.0605,-2.22045e-14,0,NaN,0.192597,3.33067e-14,-2.22045e-14,
32.7004,1.19072,0.307054,3.33067e-14,4.52992,0.0826485,5.55112e-14,3.33067e-14,0.135168,-4.44185e-14,7.64747,4.40255,2.91974,100,-6.66134e-14,100,100,100,100,100,100,84.8734,11.4453,100,39.7114,-2.22045e-14,0,NaN,0.185168,3.33067e-14,-2.22045e-14,
32.7562,1.18644,0.303894,3.33067e-14,4.48785,0.0801055,5.55112e-14,3.33067e-14,0.126976,-4.44185e-14,7.62779,4.39122,2.91472,100,-6.66134e-14,100,100,100,100,100,100,84.4153,11.3257,100,39.3622,-2.22045e-14,0,NaN,0.176717,3.33067e-14,-2.22045e-14,
32.812,1.18253,0.30284,3.33067e-14,4.45629,0.0771386,5.55112e-14,3.33067e-14,0.12288,-4.44185e-14,7.60781,4.37972,2.88457,100,-6.66134e-14,100,100,100,100,100,100,83.9939,11.2209,100,38.8734,-2.22045e-14,0,NaN,0.170496,3.33067e-14,-2.22045e-14,
32.8678,1.1783,0.298627,3.33067e-14,4.41924,0.0737479,5.55112e-14,3.33067e-14,0.11264,-4.44185e-14,7.58858,4.36865,2.87452,100,-6.66134e-14,100,100,100,100,100,100,83.5685,11.0961,100,38.1983,-2.22045e-14,0,NaN,0.163438,3.33067e-14,-2.22045e-14,
32.9236,1.17447,0.295994,3.33067e-14,4.38539,0.0699333,5.55112e-14,3.33067e-14,0.1024,-4.44185e-14,7.57039,4.35817,2.86949,100,-6.66134e-14,100,100,100,100,100,100,83.1186,10.9965,100,37.7793,-2.22045e-14,0,NaN,0.156195,3.33067e-14,-2.22045e-14,
32.9794,1.17025,0.295467,3.33067e-14,4.3456,0.0669665,5.55112e-14,3.33067e-14,0.0942082,-4.44185e-14,7.55056,4.34676,2.86447,100,-6.66134e-14,100,100,100,100,100,100,82.6645,10.8821,100,37.3138,-2.22045e-14,0,NaN,0.148116,3.33067e-14,-2.22045e-14,
33.0352,1.16646,0.29178,3.33067e-14,4.30947,0.0644234,5.55112e-14,3.33067e-14,0.0880642,-4.44185e-14,7.53341,4.33689,2.85944,100,-6.66134e-14,100,100,100,100,100,100,82.2678,10.7731,100,36.7784,-2.22045e-14,0,NaN,0.141987,3.33067e-14,-2.22045e-14,
33.091,1.16248,0.290727,3.33067e-14,4.2715,0.0614566,5.55112e-14,3.33067e-14,0.0819202,-4.44185e-14,7.51328,4.3253,2.83934,100,-6.66134e-14,100,100,100,100,100,100,81.8055,10.6651,100,36.3128,-2.22045e-14,0,NaN,0.135858,3.33067e-14,-2.22045e-14,
33.1468,1.15862,0.28862,3.33067e-14,4.234,0.0593374,5.55112e-14,3.33067e-14,0.0778242,-4.44185e-14,7.49524,4.31491,2.83431,100,-6.66134e-14,100,100,100,100,100,100,81.3965,10.5487,100,35.5214,-2.22045e-14,0,NaN,0.129636,3.33067e-14,-2.22045e-14,
33.2026,1.15486,0.285987,3.33067e-14,4.20015,0.0572182,5.55112e-14,3.33067e-14,0.0716802,-4.44185e-14,7.47794,4.30496,2.82426,100,-6.66134e-14,100,100,100,100,100,100,80.9915,10.4407,100,34.9628,-2.22045e-14,0,NaN,0.123507,3.33067e-14,-2.22045e-14,
33.2584,1.15124,0.284407,3.33067e-14,4.16402,0.055099,5.55112e-14,3.33067e-14,0.0675842,-4.44185e-14,7.4608,4.29509,2.81924,100,-6.66134e-14,100,100,100,100,100,100,80.6029,10.3431,100,34.5205,-2.22045e-14,0,NaN,0.117843,3.33067e-14,-2.22045e-14,
33.3142,1.14766,0.2823,3.33067e-14,4.14298,0.055099,5.55112e-14,3.33067e-14,0.0675842,-4.44185e-14,7.43933,4.28272,2.80919,100,-6.66134e-14,100,100,100,100,100,100,80.243,10.2446,100,33.9851,-2.22045e-14,0,NaN,0.113478,3.33067e-14,-2.22045e-14,
33.37,1.14392,0.280193,3.33067e-14,4.10776,0.0542513,5.55112e-14,3.33067e-14,0.0675842,-4.44185e-14,7.42099,4.27217,2.79411,100,-6.66134e-14,100,100,100,100,100,100,79.7889,10.1533,100,33.473,-2.22045e-14,0,NaN,0.108092,3.33067e-14,-2.22045e-14,
33.4258,1.13967,0.276506,3.33067e-14,4.07346,0.0521321,5.55112e-14,3.33067e-14,0.0655362,-4.44185e-14,7.39937,4.25972,2.78406,100,-6.66134e-14,100,100,100,100,100,100,79.2204,10.0642,99.9649,32.9842,-2.22045e-14,0,NaN,0.10252,3.33067e-14,-2.22045e-14,
33.4816,1.13634,0.274926,3.33067e-14,4.04647,0.0508606,5.55112e-14,3.33067e-14,0.0614402,-4.44185e-14,7.38192,4.24968,2.76396,100,-6.66134e-14,100,100,100,100,100,100,78.8358,9.96875,99.9649,32.4721,-2.22045e-14,0,NaN,0.0977842,3.33067e-14,-2.22045e-14,
33.5374,1.13248,0.273346,3.33067e-14,4.01674,0.0478937,5.55112e-14,3.33067e-14,0.0573441,-4.44185e-14,7.36194,4.23818,2.76396,100,-6.66134e-14,100,100,100,100,100,100,78.3859,9.87647,99.9298,31.8901,-2.22045e-14,0,NaN,0.0923982,3.33067e-14,-2.22045e-14,
33.5932,1.129,0.270713,3.33067e-14,3.97923,0.0470461,5.55112e-14,3.33067e-14,0.0573441,-4.44185e-14,7.34629,4.22916,2.75893,100,-6.66134e-14,100,100,100,100,100,100,77.9196,9.79886,99.8948,31.6108,-2.22045e-14,0,NaN,0.0870122,3.33067e-14,-2.22045e-14,
33.649,1.12557,0.268606,3.33067e-14,3.94813,0.0466222,5.55112e-14,3.33067e-14,0.0552961,-4.44185e-14,7.33018,4.21989,2.75893,100,-6.66134e-14,100,100,100,100,100,100,77.441,9.73175,99.8948,31.122,-2.22045e-14,0,NaN,0.0831119,3.33067e-14,-2.22045e-14,
33.7048,1.12172,0.2665,3.33067e-14,3.90377,0.0449269,5.55112e-14,3.33067e-14,0.0491521,-4.44185e-14,7.31527,4.21131,2.74888,100,-6.66134e-14,100,100,100,100,100,100,76.9174,9.6489,99.8948,30.703,-2.22045e-14,0,NaN,0.0786545,3.33067e-14,-2.22045e-14,
33.7606,1.118,0.263339,3.33067e-14,3.87404,0.0423838,5.55112e-14,3.33067e-14,0.0430081,-4.44185e-14,7.29604,4.20024,2.74386,100,-6.66134e-14,100,100,100,100,100,100,76.4102,9.58074,99.8948,30.0745,-2.22045e-14,0,NaN,0.0741971,3.33067e-14,-2.22045e-14,
33.8164,1.11468,0.260706,3.33067e-14,3.84797,0.04196,5.55112e-14,3.33067e-14,0.0430081,-4.44185e-14,7.2768,4.18916,2.73883,100,-6.66134e-14,100,100,100,100,100,100,75.9643,9.50943,99.8948,29.5158,-2.22045e-14,0,NaN,0.0700183,3.33067e-14,-2.22045e-14,
33.8723,1.11068,0.259126,3.33067e-14,3.81595,0.0406885,5.55112e-14,3.33067e-14,0.0409601,-4.44185e-14,7.25444,4.17629,2.73381,100,-6.66134e-14,100,100,100,100,100,100,75.4776,9.41924,99.8948,29.1201,-2.22045e-14,0,NaN,0.0658395,3.33067e-14,-2.22045e-14,
33.9281,1.10704,0.255439,3.33067e-14,3.78073,0.0381455,5.55112e-14,3.33067e-14,0.0348161,-4.44185e-14,7.23744,4.1665,2.72375,100,-6.66134e-14,100,100,100,100,100,100,74.9744,9.34164,99.8948,28.6546,-2.22045e-14,0,NaN,0.0615678,3.33067e-14,-2.22045e-14,
33.9839,1.10325,0.254386,3.33067e-14,3.75374,0.0364501,5.55112e-14,3.33067e-14,0.0307201,-4.44185e-14,7.21657,4.15449,2.72375,100,-6.66134e-14,100,100,100,100,100,100,74.4672,9.26718,99.8948,28.2356,-2.22045e-14,0,NaN,0.0580391,3.33067e-14,-2.22045e-14,
34.0397,1.09932,0.251226,3.33067e-14,3.71441,0.0356024,5.55112e-14,3.33067e-14,0.0286721,-4.44185e-14,7.19912,4.14444,2.70868,100,-6.66134e-14,100,100,100,100,100,100,73.9886,9.1749,99.8948,27.6769,-2.22045e-14,0,NaN,0.0547889,3.33067e-14,-2.22045e-14,
34.0955,1.09604,0.248592,3.33067e-14,3.69063,0.0351786,5.55112e-14,3.33067e-14,0.0266241,-4.44185e-14,7.18048,4.13371,2.70365,100,-6.66134e-14,100,100,100,100,100,100,73.5755,9.09625,99.8948,27.1182,-2.22045e-14,0,NaN,0.0520959,3.33067e-14,-2.22045e-14,
34.1513,1.09289,0.246486,3.33067e-14,3.66821,0.0326356,5.55112e-14,3.33067e-14,0.0245761,-4.44185e-14,7.16334,4.12384,2.70365,100,-6.66134e-14,100,100,100,100,100,100,73.1583,9.03018,99.8948,26.676,-2.22045e-14,0,NaN,0.0496814,3.33067e-14,-2.22045e-14,
34.2071,1.08931,0.243852,3.33067e-14,3.64077,0.031364,5.55112e-14,3.33067e-14,0.0204801,-4.44185e-14,7.14336,4.11234,2.6936,100,-6.66134e-14,100,100,100,100,100,100,72.696,8.95258,99.8948,26.1406,-2.22045e-14,0,NaN,0.0465241,3.33067e-14,-2.22045e-14,
34.2629,1.08603,0.241746,3.33067e-14,3.60555,0.0300925,5.55112e-14,3.33067e-14,0.014336,-4.44185e-14,7.12904,4.1041,2.67853,100,-6.66134e-14,100,100,100,100,100,100,72.2011,8.88756,99.8948,25.7216,-2.22045e-14,0,NaN,0.0433668,3.33067e-14,-2.22045e-14,
34.3187,1.08279,0.239112,3.33067e-14,3.57674,0.0275495,5.55112e-14,3.33067e-14,0.00614402,-4.44185e-14,7.11309,4.09491,2.67853,100,-6.66134e-14,100,100,100,100,100,100,71.7307,8.83408,99.8948,25.3957,-2.22045e-14,0,NaN,0.0405809,3.33067e-14,-2.22045e-14,
34.3745,1.07936,0.237532,3.33067e-14,3.54929,0.0258541,5.55112e-14,3.33067e-14,0.00614402,-4.44185e-14,7.09445,4.08418,2.66345,100,-6.66134e-14,100,100,100,100,100,100,71.2521,8.76591,99.8948,24.9302,-2.22045e-14,0,NaN,0.0385379,3.33067e-14,-2.22045e-14,
34.4303,1.07597,0.234899,3.33067e-14,3.52277,0.0250065,5.55112e-14,3.33067e-14,0.00409601,-4.44185e-14,7.07626,4.07371,2.6534,100,-6.66134e-14,100,100,100,100,100,100,70.7531,8.70404,99.8948,24.5345,-2.22045e-14,0,NaN,0.0360306,3.33067e-14,-2.22045e-14,
34.4861,1.0728,0.232265,3.33067e-14,3.49715,0.0245826,5.55112e-14,3.33067e-14,0.00409601,-4.44185e-14,7.06001,4.06436,2.6534,100,-6.66134e-14,100,100,100,100,100,100,70.2949,8.64951,99.8597,23.9758,-2.22045e-14,0,NaN,0.0339877,3.33067e-14,-2.22045e-14,
34.5419,1.06965,0.231212,3.33067e-14,3.46971,0.0233111,5.55112e-14,3.33067e-14,0.00409601,-4.44185e-14,7.04331,4.05474,2.63832,100,-6.66134e-14,100,100,100,100,100,100,69.8327,8.59183,99.8597,23.6965,-2.22045e-14,0,NaN,0.0321304,3.33067e-14,-2.22045e-14,
34.5977,1.06662,0.229105,3.33067e-14,3.44593,0.0216158,5.55112e-14,3.33067e-14,0.00204801,-4.44185e-14,7.02736,4.04556,2.6132,100,-6.66134e-14,100,100,100,100,100,100,69.3991,8.53416,99.8597,23.1844,-2.22045e-14,0,NaN,0.0305518,3.33067e-14,-2.22045e-14,
34.6535,1.0633,0.228579,3.33067e-14,3.4162,0.0207681,5.55112e-14,3.33067e-14,0.00204801,-4.44185e-14,7.0111,4.0362,2.60315,100,-6.66134e-14,100,100,100,100,100,100,68.8919,8.47123,99.8597,22.8119,-2.22045e-14,0,NaN,0.0280445,3.33067e-14,-2.22045e-14,
34.7093,1.05975,0.228052,3.33067e-14,3.3915,0.0203442,5.55112e-14,3.33067e-14,0.00204801,-4.44185e-14,6.99232,4.02539,2.57802,100,-6.66134e-14,100,100,100,100,100,100,68.4092,8.39783,99.8597,22.3696,-2.22045e-14,0,NaN,0.0260944,3.33067e-14,-2.22045e-14,
34.7651,1.0567,0.226999,3.33067e-14,3.36726,0.0186489,5.55112e-14,3.33067e-14,0.00204801,-4.44185e-14,6.97547,4.01569,2.57299,100,-6.66134e-14,100,100,100,100,100,100,67.9552,8.34434,99.8246,21.9972,-2.22045e-14,0,NaN,0.0244228,3.33067e-14,-2.22045e-14,
34.8209,1.05335,0.225419,3.33067e-14,3.33936,0.0178012,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,6.95653,4.00479,2.56797,100,-6.66134e-14,100,100,100,100,100,100,67.4398,8.28667,99.8246,21.5317,-2.22045e-14,0,NaN,0.0227513,3.33067e-14,-2.22045e-14,
34.8767,1.05023,0.224365,3.33067e-14,3.31328,0.0173774,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,6.93968,3.99509,2.56797,100,-6.66134e-14,100,100,100,100,100,100,66.9775,8.23109,99.8246,21.1359,-2.22045e-14,0,NaN,0.0210798,3.33067e-14,-2.22045e-14,
34.9325,1.04705,0.221732,3.33067e-14,3.29087,0.0169535,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,6.92209,3.98496,2.56797,100,-6.66134e-14,100,100,100,100,100,100,66.503,8.17446,99.8246,20.6937,-2.22045e-14,0,NaN,0.0197797,3.33067e-14,-2.22045e-14,
34.9883,1.04415,0.219625,3.33067e-14,3.268,0.0165297,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,6.90643,3.97595,2.56294,100,-6.66134e-14,100,100,100,100,100,100,66.094,8.11154,99.8246,20.2281,-2.22045e-14,0,NaN,0.0187582,3.33067e-14,-2.22045e-14,
35.0441,1.04082,0.216465,3.33067e-14,3.2401,0.0165297,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,6.88824,3.96547,2.56294,100,-6.66134e-14,100,100,100,100,100,100,65.5909,8.06435,99.7895,19.7393,-2.22045e-14,0,NaN,0.0171796,3.33067e-14,-2.22045e-14,
35.0999,1.0375,0.215412,3.33067e-14,3.21312,0.0148343,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,6.8708,3.95543,2.55289,100,-6.66134e-14,100,100,100,100,100,100,65.0918,8.00667,99.7545,19.4134,-2.22045e-14,0,NaN,0.0159723,3.33067e-14,-2.22045e-14,
35.1557,1.03437,0.214358,3.33067e-14,3.18659,0.0135628,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,6.85425,3.9459,2.54787,100,-6.66134e-14,100,100,100,100,100,100,64.5928,7.96577,99.7545,19.041,-2.22045e-14,0,NaN,0.0147651,3.33067e-14,-2.22045e-14,
35.2115,1.03122,0.211725,3.33067e-14,3.16098,0.013139,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,6.83755,3.93629,2.54787,100,-6.66134e-14,100,100,100,100,100,100,64.0938,7.91229,99.6843,18.4358,-2.22045e-14,0,NaN,0.0136508,3.33067e-14,-2.22045e-14,
35.2673,1.02802,0.210145,3.33067e-14,3.13628,0.0114436,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,6.8207,3.92659,2.53782,100,-6.66134e-14,100,100,100,100,100,100,63.5947,7.8609,99.6142,18.0866,-2.22045e-14,0,NaN,0.0126293,3.33067e-14,-2.22045e-14,
35.3231,1.02483,0.208565,3.33067e-14,3.10883,0.0110198,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,6.80445,3.91723,2.52274,100,-6.66134e-14,100,100,100,100,100,100,63.1284,7.80742,99.5791,17.7607,-2.22045e-14,0,NaN,0.0116078,3.33067e-14,-2.22045e-14,
35.3789,1.0218,0.205931,3.33067e-14,3.08459,0.00974828,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,6.7882,3.90788,2.51771,100,-6.66134e-14,100,100,100,100,100,100,62.6703,7.75604,99.5089,17.3417,-2.22045e-14,0,NaN,0.0110506,3.33067e-14,-2.22045e-14,
35.4347,1.01906,0.204351,3.33067e-14,3.0695,0.00974828,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,6.7703,3.89758,2.51771,100,-6.66134e-14,100,100,100,100,100,100,62.253,7.70465,99.4388,16.8994,-2.22045e-14,0,NaN,0.0103077,3.33067e-14,-2.22045e-14,
35.4905,1.01594,0.203825,3.33067e-14,3.03977,0.00890061,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,6.7548,3.88865,2.51771,99.9931,-6.66134e-14,100,100,100,100,100,100,61.7008,7.6648,99.4388,16.7365,-2.22045e-14,0,NaN,0.00947197,3.33067e-14,-2.22045e-14,
35.5463,1.01318,0.200665,3.33067e-14,3.0201,0.00805293,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,6.73974,3.87998,2.49761,99.9861,-6.66134e-14,100,100,100,100,100,100,61.2836,7.61237,99.4037,16.2477,-2.22045e-14,0,NaN,0.0089148,3.33067e-14,-2.22045e-14,
35.6021,1.0103,0.199085,3.33067e-14,2.99449,0.00805293,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,6.72423,3.87105,2.49761,99.9861,-6.66134e-14,100,100,100,100,100,100,60.8091,7.56937,99.3336,15.9218,-2.22045e-14,0,NaN,0.00872907,3.33067e-14,-2.22045e-14,
35.6579,1.00763,0.196978,3.33067e-14,2.97436,0.00762909,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,6.70887,3.86221,2.49259,99.9792,-6.66134e-14,100,100,100,100,100,100,60.3714,7.53057,99.2634,15.6657,-2.22045e-14,0,NaN,0.00845049,3.33067e-14,-2.22045e-14,
35.7137,1.00511,0.195925,3.33067e-14,2.95424,0.00678141,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,6.69486,3.85414,2.48756,99.9722,-6.66134e-14,100,100,100,100,100,100,59.9296,7.49596,99.1582,15.433,-2.22045e-14,0,NaN,0.00807904,3.33067e-14,-2.22045e-14,
35.7695,1.00187,0.194345,3.33067e-14,2.92817,0.00593374,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,6.67726,3.84401,2.47751,99.9722,-6.66134e-14,100,100,100,100,100,100,59.3938,7.44877,99.053,15.014,-2.22045e-14,0,NaN,0.007429,3.33067e-14,-2.22045e-14,
35.8253,0.999044,0.190658,3.33067e-14,2.90393,0.0055099,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,6.66205,3.83526,2.46244,99.9722,-6.66134e-14,100,100,100,100,100,100,58.9111,7.41417,98.9828,14.7346,-2.22045e-14,0,NaN,0.00687182,3.33067e-14,-2.22045e-14,
35.8811,0.9963,0.188024,3.33067e-14,2.87923,0.00508606,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,6.64849,3.82745,2.45238,99.9722,-6.66134e-14,100,100,100,100,100,100,58.4407,7.37956,98.8776,14.3622,-2.22045e-14,0,NaN,0.00640751,3.33067e-14,-2.22045e-14,
35.937,0.993269,0.185391,3.33067e-14,2.85636,0.00466222,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,6.63253,3.81826,2.43731,99.9722,-6.66134e-14,100,100,100,100,100,100,57.9376,7.34076,98.8074,14.1061,-2.22045e-14,0,NaN,0.00603606,3.33067e-14,-2.22045e-14,
35.9928,0.990459,0.182231,3.33067e-14,2.83578,0.00381455,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,6.61688,3.80925,2.42726,99.9653,-6.66134e-14,100,100,100,100,100,100,57.4672,7.3051,98.6321,13.8035,-2.22045e-14,0,NaN,0.0059432,3.33067e-14,-2.22045e-14,
36.0486,0.987936,0.180651,3.33067e-14,2.81108,0.00339071,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,6.6045,3.80213,2.41721,99.9653,-6.66134e-14,100,100,100,100,100,100,57.0254,7.26735,98.5619,13.4777,-2.22045e-14,0,NaN,0.00529316,3.33067e-14,-2.22045e-14,
36.1044,0.985311,0.179598,3.33067e-14,2.78958,0.00339071,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,6.59063,3.79414,2.40213,99.9653,-6.66134e-14,100,100,100,100,100,100,56.5877,7.23379,98.4567,13.1983,-2.22045e-14,0,NaN,0.0052003,3.33067e-14,-2.22045e-14,
36.1602,0.982229,0.178017,3.33067e-14,2.76671,0.00339071,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,6.57259,3.78376,2.40213,99.9583,-6.66134e-14,100,100,100,100,100,100,56.101,7.1845,98.3865,12.8026,-2.22045e-14,0,NaN,0.00436454,3.33067e-14,-2.22045e-14,
36.216,0.979537,0.177491,3.33067e-14,2.74384,0.00339071,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,6.55783,3.77526,2.39208,99.9514,-6.66134e-14,100,100,100,100,100,100,55.6755,7.13941,98.3515,12.5233,-2.22045e-14,0,NaN,0.00427167,3.33067e-14,-2.22045e-14,
36.2718,0.976878,0.176964,3.33067e-14,2.726,0.00339071,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,6.54247,3.76642,2.38203,99.9514,-6.66134e-14,100,100,100,100,100,100,55.246,7.10166,98.2112,12.3603,-2.22045e-14,0,NaN,0.0037145,3.33067e-14,-2.22045e-14,
36.3276,0.974118,0.175384,3.33067e-14,2.70725,0.00296687,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,6.52652,3.75723,2.37198,99.9375,-6.66134e-14,100,100,100,100,100,100,54.8329,7.05447,98.0709,12.1276,-2.22045e-14,0,NaN,0.00334305,3.33067e-14,-2.22045e-14,
36.3834,0.971189,0.173804,3.33067e-14,2.68896,0.00254303,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,6.50833,3.74676,2.37198,99.9236,-6.66134e-14,100,100,100,100,100,100,54.3543,7.01672,98.0007,11.8715,-2.22045e-14,0,NaN,0.00306446,3.33067e-14,-2.22045e-14,
36.4392,0.968564,0.172751,3.33067e-14,2.67295,0.00254303,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,6.49208,3.73741,2.37198,99.9097,-6.66134e-14,100,100,100,100,100,100,53.9207,6.97791,97.9656,11.5456,-2.22045e-14,0,NaN,0.00287874,3.33067e-14,-2.22045e-14,
36.495,0.966126,0.170644,3.33067e-14,2.65785,0.00254303,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,6.47836,3.72951,2.36695,99.9028,-6.66134e-14,100,100,100,100,100,100,53.5362,6.93492,97.7902,11.2197,-2.22045e-14,0,NaN,0.00278587,3.33067e-14,-2.22045e-14,
36.5508,0.963366,0.169064,3.33067e-14,2.6359,0.00254303,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,6.463,3.72067,2.35188,99.8889,-6.66134e-14,100,100,100,100,100,100,53.0985,6.88983,97.7552,10.8706,-2.22045e-14,0,NaN,0.00241442,3.33067e-14,-2.22045e-14,
36.6066,0.960741,0.166431,3.33067e-14,2.61852,0.00211919,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,6.44809,3.71208,2.3368,99.8889,-6.66134e-14,100,100,100,100,100,100,52.7222,6.84368,97.6149,10.3585,-2.22045e-14,0,NaN,0.0022287,3.33067e-14,-2.22045e-14,
36.6624,0.958151,0.164851,3.33067e-14,2.59657,0.00211919,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,6.43348,3.70367,2.3167,99.868,-6.66134e-14,100,100,100,100,100,100,52.3132,6.80279,97.4746,10.1024,-2.22045e-14,0,NaN,0.00204297,3.33067e-14,-2.22045e-14,
36.7182,0.955374,0.164324,3.33067e-14,2.57918,0.00169535,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,6.41663,3.69397,2.31167,99.8542,-6.66134e-14,100,100,100,100,100,100,51.8509,6.75979,97.4746,9.61359,-2.22045e-14,0,NaN,0.00204297,3.33067e-14,-2.22045e-14,
36.774,0.952563,0.162744,3.33067e-14,2.5586,0.00169535,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,6.40083,3.68487,2.2966,99.8472,-6.66134e-14,100,100,100,100,100,100,51.3805,6.72309,97.3693,9.24115,-2.22045e-14,0,NaN,0.00195011,3.33067e-14,-2.22045e-14,
36.8298,0.949972,0.16169,3.33067e-14,2.54031,0.00127152,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,6.38577,3.6762,2.28655,99.8333,-6.66134e-14,100,100,100,100,100,100,50.9388,6.69058,97.2992,9.05493,-2.22045e-14,0,NaN,0.00185725,3.33067e-14,-2.22045e-14,
