#,dvh.csv
,BODY (1)(volume: 14367.16),2Cm (2)(volume: 362.15),Bronchial Tree (3)(volume: 19.19),Chest Wall (4)(volume: 417.01),Contrast (5)(volume: 450.02),Cord (6)(volume: 7.63),Esophagus (7)(volume: 38.25),Great Vessels (8)(volume: 93.13),Lung_Lt (9)(volume: 943.06),Lung_Rt (10)(volume: 1279.22),Lung_Total (11)(volume: 2222.28),Rib (12)(volume: 37.95),Ring_101 (13)(volume: 27.46),Skin (14)(volume: 247.08),IGTV1 (15)(volume: 14.43),PTV1 (16)(volume: 39.99),IGTV2 (17)(volume: 0.99),PTV2 (18)(volume: 6.52),PTV2 sep (19)(volume: 5.83),PTV sum (20)(volume: 46.24),Ring_102 (21)(volume: 46.63),Ring_103 (22)(volume: 182.87),Ring_104 (23)(volume: 5.44),Ring_105 (24)(volume: 8.19),Ring_106 (25)(volume: 25.34),CouchSurface (26)(volume: 1235.44),CouchInterior (27)(volume: 7933.69),PRV1 (28)(volume: 2053.95),PRV2 (29)(volume: 1896.05),PRV3 (30)(volume: 1716.00)
16.5176,4.13665,5.98623,3.33067e-14,32.9737,10.0895,5.55112e-14,3.33067e-14,33.5811,-4.44185e-14,17.5558,10.1066,21.3277,100,4.95986,100,100,100,100,100,100,100,94.7367,100,100,74.2436,0,NaN,14.836,9.72271,4.84073,
16.5734,4.11399,5.90934,3.33067e-14,32.7633,9.99157,5.55112e-14,3.33067e-14,33.3477,-4.44185e-14,17.4979,10.0733,21.0714,100,4.90196,100,100,100,100,100,100,100,94.6528,100,100,73.7619,0,NaN,14.7142,9.60169,4.73547,
16.6292,4.092,5.84982,3.33067e-14,32.5671,9.90765,5.55112e-14,3.33067e-14,33.147,-4.44185e-14,17.4374,10.0385,20.7799,100,4.85256,100,100,100,100,100,100,100,94.5804,100,100,73.235,0,NaN,14.5971,9.4851,4.63266,
16.685,4.06917,5.78293,3.33067e-14,32.369,9.81567,5.55112e-14,3.33067e-14,32.9237,-4.44185e-14,17.3779,10.0042,20.5638,100,4.79234,100,100,100,100,100,100,100,94.4934,100,100,72.7232,0,NaN,14.4753,9.36338,4.52662,
16.7408,4.04589,5.71025,3.33067e-14,32.1362,9.72328,5.55112e-14,3.33067e-14,32.7087,-4.44185e-14,17.3159,9.96853,20.2674,100,4.74757,100,100,100,100,100,100,100,94.4273,100,100,72.2114,0,NaN,14.3503,9.23834,4.41702,
16.7966,4.02435,5.63915,3.33067e-14,31.9377,9.62664,5.55112e-14,3.33067e-14,32.4629,-4.44185e-14,17.2598,9.93626,20.0312,100,4.70048,100,100,100,100,100,100,100,94.3466,100,100,71.6619,0,NaN,14.2356,9.12517,4.32232,
16.8524,4.00337,5.57332,3.33067e-14,31.7369,9.53721,5.55112e-14,3.33067e-14,32.2602,-4.44185e-14,17.2041,9.90416,19.8904,100,4.63486,100,100,100,100,100,100,100,94.2365,100,100,71.12,0,NaN,14.1239,9.01371,4.23018,
16.9082,3.98237,5.50801,3.33067e-14,31.5347,9.45371,5.55112e-14,3.33067e-14,32.0431,-4.44185e-14,17.1455,9.87042,19.7347,100,4.58314,100,100,100,100,100,100,100,94.1305,100,100,70.4953,0,NaN,14.0113,8.90124,4.13748,
16.964,3.96156,5.44586,3.33067e-14,31.3376,9.3664,5.55112e-14,3.33067e-14,31.8199,-4.44185e-14,17.0885,9.83763,19.5738,100,4.53837,100,100,100,100,100,100,100,94.0341,100,100,69.9383,0,NaN,13.9003,8.79129,4.04634,
17.0198,3.93926,5.38951,3.33067e-14,31.1236,9.27952,5.55112e-14,3.33067e-14,31.5802,-4.44185e-14,17.0283,9.80295,19.4181,100,4.47738,100,100,100,100,100,100,100,93.9439,100,100,69.4566,0,NaN,13.7814,8.67259,3.94563,
17.0756,3.91876,5.33104,3.33067e-14,30.9145,9.19644,5.55112e-14,3.33067e-14,31.3529,-4.44185e-14,16.9735,9.77145,19.2371,100,4.41871,100,100,100,100,100,100,100,93.8579,100,100,68.8845,0,NaN,13.6721,8.56294,3.8546,
17.1314,3.89795,5.26258,3.33067e-14,30.7069,9.10617,5.55112e-14,3.33067e-14,31.0969,-4.44185e-14,16.9187,9.73986,19.1015,100,4.36545,100,100,100,100,100,100,100,93.7646,100,100,68.2222,0,NaN,13.5615,8.45399,3.76779,
17.1872,3.87763,5.2078,3.33067e-14,30.5038,9.02521,5.55112e-14,3.33067e-14,30.8901,-4.44185e-14,16.8625,9.7075,18.9959,100,4.31759,100,100,100,100,100,100,100,93.6712,100,100,67.748,0,NaN,13.4535,8.34857,3.67987,
17.243,3.85783,5.14302,3.33067e-14,30.3154,8.94087,5.55112e-14,3.33067e-14,30.6648,-4.44185e-14,16.8076,9.67592,18.8452,100,4.27281,100,100,100,100,100,100,100,93.5789,100,100,67.0932,0,NaN,13.3487,8.24596,3.59695,
17.2988,3.83821,5.08403,3.33067e-14,30.1246,8.85441,5.55112e-14,3.33067e-14,30.4293,-4.44185e-14,16.7521,9.64398,18.7145,100,4.21877,100,100,100,100,100,100,100,93.4762,100,100,66.4986,0,NaN,13.245,8.14466,3.5187,
17.3546,3.8176,5.02136,3.33067e-14,29.9293,8.76455,5.55112e-14,3.33067e-14,30.1876,-4.44185e-14,16.6955,9.61137,18.5838,100,4.1547,100,100,100,100,100,100,100,93.343,100,100,65.8889,0,NaN,13.135,8.03692,3.43723,
17.4104,3.79796,4.95921,3.33067e-14,29.7436,8.68106,5.55112e-14,3.33067e-14,29.9746,-4.44185e-14,16.6427,9.58098,18.4733,100,4.0968,100,100,100,100,100,100,100,93.2224,100,100,65.3018,0,NaN,13.0299,7.9329,3.3562,
17.4663,3.77898,4.90285,3.33067e-14,29.5529,8.59968,5.55112e-14,3.33067e-14,29.7493,-4.44185e-14,16.5927,9.55223,18.3678,100,4.03891,100,100,100,100,100,100,100,93.0955,100,100,64.6922,0,NaN,12.9291,7.83371,3.2824,
17.5221,3.75984,4.84755,3.33067e-14,29.3704,8.51407,5.55112e-14,3.33067e-14,29.481,-4.44185e-14,16.538,9.52072,18.2421,100,4.00185,100,100,100,100,100,100,100,92.9791,100,100,64.09,0,NaN,12.8274,7.73282,3.20748,
17.5779,3.74164,4.7933,3.33067e-14,29.192,8.44625,5.55112e-14,3.33067e-14,29.2885,-4.44185e-14,16.4875,9.49162,18.1667,100,3.93932,100,100,100,100,100,100,100,92.8763,100,100,63.5255,0,NaN,12.7295,7.63725,3.13501,
17.6337,3.72235,4.74064,3.33067e-14,29.0054,8.36191,5.55112e-14,3.33067e-14,29.0346,-4.44185e-14,16.4317,9.45952,18.0612,100,3.88683,100,100,100,100,100,100,100,92.7641,100,100,62.9685,0,NaN,12.6278,7.53716,3.06143,
17.6895,3.70332,4.68639,3.33067e-14,28.8179,8.28223,5.55112e-14,3.33067e-14,28.7909,-4.44185e-14,16.3794,9.42939,17.9708,100,3.83048,100,100,100,100,100,100,100,92.6488,100,100,62.3363,0,NaN,12.5271,7.43797,2.98774,
17.7453,3.68559,4.63425,3.33067e-14,28.6477,8.20212,5.55112e-14,3.33067e-14,28.541,-4.44185e-14,16.3284,9.40004,17.8753,100,3.78648,100,100,100,100,100,100,100,92.524,100,100,61.7567,0,NaN,12.4334,7.34582,2.92238,
17.8011,3.66707,4.57263,3.33067e-14,28.462,8.12329,5.55112e-14,3.33067e-14,28.3055,-4.44185e-14,16.2744,9.36896,17.7898,100,3.73553,100,100,100,100,100,100,100,92.4034,100,100,61.117,0,NaN,12.3362,7.25146,2.85424,
17.8569,3.64807,4.52312,3.33067e-14,28.275,8.04403,5.55112e-14,3.33067e-14,28.0659,-4.44185e-14,16.2186,9.33686,17.7145,100,3.66836,100,100,100,100,100,100,100,92.2681,100,100,60.5675,0,NaN,12.2353,7.15198,2.78288,
17.9127,3.62958,4.46097,3.33067e-14,28.0907,7.96477,5.55112e-14,3.33067e-14,27.8406,-4.44185e-14,16.1656,9.3063,17.629,100,3.61201,100,100,100,100,100,100,100,92.1276,100,100,59.9127,0,NaN,12.1363,7.0548,2.71319,
17.9685,3.61075,4.41252,3.33067e-14,27.8986,7.89102,5.55112e-14,3.33067e-14,27.5887,-4.44185e-14,16.1132,9.27618,17.5034,100,3.55643,100,100,100,100,100,100,100,91.9891,100,100,59.3708,0,NaN,12.0373,6.95833,2.64283,
18.0243,3.59253,4.36459,3.33067e-14,27.711,7.81727,5.55112e-14,3.33067e-14,27.3573,-4.44185e-14,16.0643,9.24802,17.4079,100,3.4885,100,100,100,100,100,100,100,91.8308,100,100,58.8514,0,NaN,11.9404,6.86447,2.57681,
18.0801,3.57437,4.31455,3.33067e-14,27.5468,7.73929,5.55112e-14,3.33067e-14,27.1381,-4.44185e-14,16.009,9.21618,17.2823,100,3.44527,100,100,100,100,100,100,100,91.685,100,100,58.302,0,NaN,11.8445,6.77363,2.51123,
18.1359,3.55683,4.26347,3.33067e-14,27.3726,7.66554,5.55112e-14,3.33067e-14,26.8801,-4.44185e-14,15.9571,9.1863,17.1164,100,3.39046,100,100,100,100,100,100,100,91.555,100,100,57.7074,0,NaN,11.7524,6.68179,2.44954,
18.1917,3.53973,4.21712,3.33067e-14,27.2052,7.59476,5.55112e-14,3.33067e-14,26.6466,-4.44185e-14,15.9067,9.15729,16.9707,100,3.34646,100,100,100,100,100,100,100,91.4187,100,100,57.1504,0,NaN,11.6625,6.59538,2.38774,
18.2475,3.52231,4.16445,3.33067e-14,27.024,7.52313,5.55112e-14,3.33067e-14,26.4172,-4.44185e-14,15.8569,9.12862,16.825,100,3.28933,100,100,100,100,100,100,100,91.2834,100,100,56.5181,0,NaN,11.5696,6.50514,2.32639,
18.3033,3.50522,4.11968,3.33067e-14,26.8548,7.45701,5.55112e-14,3.33067e-14,26.2104,-4.44185e-14,15.8055,9.09901,16.639,100,3.2407,100,100,100,100,100,100,100,91.1429,100,100,55.916,0,NaN,11.4783,6.41662,2.26392,
18.3591,3.48788,4.06227,3.33067e-14,26.6924,7.38411,5.55112e-14,3.33067e-14,25.9708,-4.44185e-14,15.7534,9.06905,16.4832,100,3.19438,100,100,100,100,100,100,100,91.0128,100,100,55.3515,0,NaN,11.388,6.3291,2.20468,
18.4149,3.46961,4.01487,3.33067e-14,26.5173,7.30231,5.55112e-14,3.33067e-14,25.6943,-4.44185e-14,15.6963,9.03618,16.3275,100,3.1388,100,100,100,100,100,100,100,90.8429,100,100,54.6967,0,NaN,11.2919,6.23605,2.1451,
18.4707,3.45312,3.97011,3.33067e-14,26.3549,7.23111,5.55112e-14,3.33067e-14,25.4628,-4.44185e-14,15.6474,9.00802,16.1616,100,3.09866,100,100,100,100,100,100,100,90.6961,100,100,54.2225,0,NaN,11.2051,6.15276,2.08908,
18.5265,3.43605,3.9306,3.33067e-14,26.1939,7.16372,5.55112e-14,3.33067e-14,25.2437,-4.44185e-14,15.593,8.97669,15.9857,100,3.05465,100,100,100,100,100,100,100,90.5514,100,100,53.7107,0,NaN,11.1152,6.06554,2.03039,
18.5823,3.41847,3.88689,3.33067e-14,26.0178,7.10141,5.55112e-14,3.33067e-14,25.0553,-4.44185e-14,15.5383,8.94519,15.8249,100,2.99985,100,100,100,100,100,100,100,90.3826,100,100,53.2064,0,NaN,11.0225,5.97611,1.96859,
18.6381,3.40191,3.83738,3.33067e-14,25.8691,7.0319,5.55112e-14,3.33067e-14,24.8321,-4.44185e-14,15.4842,8.91403,15.7345,100,2.95198,100,100,100,100,100,100,100,90.2336,100,100,52.6419,0,NaN,10.9359,5.89372,1.91457,
18.6939,3.3844,3.78998,3.33067e-14,25.6903,6.96112,5.55112e-14,3.33067e-14,24.5699,-4.44185e-14,15.4317,8.88382,15.5133,100,2.89717,100,100,100,100,100,100,100,90.0732,100,100,51.9871,0,NaN,10.843,5.80489,1.85422,
18.7497,3.36657,3.74469,3.33067e-14,25.5202,6.8878,5.55112e-14,3.33067e-14,24.3283,-4.44185e-14,15.3777,8.85274,15.3525,100,2.84314,100,100,100,100,100,100,100,89.8918,100,100,51.4677,0,NaN,10.7489,5.71416,1.79453,
18.8055,3.34895,3.69307,3.33067e-14,25.3468,6.81659,5.55112e-14,3.33067e-14,24.1071,-4.44185e-14,15.3248,8.82227,15.2721,100,2.79836,100,100,100,100,100,100,100,89.7135,100,100,50.8279,0,NaN,10.6564,5.62634,1.73796,
18.8613,3.33247,3.6541,3.33067e-14,25.1913,6.74878,5.55112e-14,3.33067e-14,23.8777,-4.44185e-14,15.272,8.79189,15.1515,100,2.75282,100,100,100,100,100,100,100,89.5069,100,100,50.3086,0,NaN,10.5701,5.54344,1.68538,
18.9171,3.31537,3.60512,3.33067e-14,25.0221,6.67927,5.55112e-14,3.33067e-14,23.6524,-4.44185e-14,15.2188,8.76124,14.9957,100,2.70032,100,100,100,100,100,100,100,89.3276,100,100,49.7667,0,NaN,10.4804,5.45744,1.63158,
18.9729,3.29794,3.56509,3.33067e-14,24.8473,6.61061,5.55112e-14,3.33067e-14,23.4394,-4.44185e-14,15.1642,8.72983,14.85,100,2.65169,100,100,100,100,100,100,100,89.1587,100,100,49.2247,0,NaN,10.3895,5.37062,1.57379,
19.0287,3.28199,3.53033,3.33067e-14,24.6841,6.55636,5.55112e-14,3.33067e-14,23.2551,-4.44185e-14,15.1127,8.70021,14.6842,100,2.59997,100,100,100,100,100,100,100,88.992,100,100,48.8033,0,NaN,10.3063,5.29276,1.5221,
19.0845,3.26543,3.49188,3.33067e-14,24.5112,6.48727,5.55112e-14,3.33067e-14,23.0032,-4.44185e-14,15.0643,8.67232,14.5384,100,2.54979,100,100,100,100,100,100,100,88.82,100,100,48.2613,0,NaN,10.219,5.20886,1.4693,
19.1403,3.2493,3.45238,3.33067e-14,24.3438,6.43175,5.55112e-14,3.33067e-14,22.823,-4.44185e-14,15.0134,8.64305,14.4379,100,2.49961,100,100,100,100,100,100,100,88.6386,100,100,47.8248,0,NaN,10.1341,5.12909,1.41784,
19.1961,3.23216,3.41077,3.33067e-14,24.17,6.36732,5.55112e-14,3.33067e-14,22.6059,-4.44185e-14,14.9604,8.61249,14.267,100,2.44789,100,100,100,100,100,100,100,88.4404,100,100,47.2377,0,NaN,10.0442,5.04338,1.36493,
19.2519,3.21538,3.36864,3.33067e-14,24.0058,6.29951,5.55112e-14,3.33067e-14,22.356,-4.44185e-14,14.9091,8.58296,14.1213,100,2.40852,100,100,100,100,100,100,100,88.2516,100,100,46.6205,0,NaN,9.95635,4.96109,1.31336,
19.3077,3.19901,3.32756,3.33067e-14,23.8466,6.23339,5.55112e-14,3.33067e-14,22.1328,-4.44185e-14,14.856,8.5524,13.9756,100,2.35526,100,100,100,100,100,100,100,88.0681,100,100,46.1087,0,NaN,9.87054,4.88022,1.26434,
19.3635,3.18324,3.28226,3.33067e-14,23.6943,6.15456,5.55112e-14,3.33067e-14,21.8645,-4.44185e-14,14.8087,8.52519,13.7997,100,2.31357,100,100,100,100,100,100,100,87.8521,100,100,45.5592,0,NaN,9.78715,4.80125,1.22077,
19.4193,3.16765,3.23855,3.33067e-14,23.5337,6.09776,5.55112e-14,3.33067e-14,21.6781,-4.44185e-14,14.7603,8.4973,13.669,100,2.26031,100,100,100,100,100,100,100,87.6445,100,100,45.0098,0,NaN,9.70478,4.72459,1.17498,
19.4751,3.15242,3.20642,3.33067e-14,23.3718,6.04309,5.55112e-14,3.33067e-14,21.4815,-4.44185e-14,14.7121,8.46957,13.5233,100,2.21553,100,100,100,100,100,100,100,87.4421,100,100,44.498,0,NaN,9.62455,4.65015,1.13207,
19.531,3.13683,3.16745,3.33067e-14,23.2223,5.97612,5.55112e-14,3.33067e-14,21.2685,-4.44185e-14,14.6651,8.44253,13.3876,100,2.16149,100,100,100,100,100,100,100,87.225,100,100,44.0238,0,NaN,9.54255,4.5731,1.08828,
19.5868,3.12174,3.13532,3.33067e-14,23.0572,5.92017,5.55112e-14,3.33067e-14,21.0945,-4.44185e-14,14.6209,8.41704,13.3122,100,2.11826,100,100,100,100,100,100,100,87.0079,100,100,43.5872,0,NaN,9.46352,4.49936,1.04637,
19.6426,3.10689,3.09529,3.33067e-14,22.9007,5.86168,5.55112e-14,3.33067e-14,20.8794,-4.44185e-14,14.577,8.3918,13.1916,100,2.07117,100,100,100,100,100,100,100,86.795,100,100,43.0378,0,NaN,9.38552,4.42763,1.00703,
19.6984,3.09126,3.06211,3.33067e-14,22.7548,5.79896,5.55112e-14,3.33067e-14,20.6541,-4.44185e-14,14.5259,8.36236,13.0409,100,2.0318,100,100,100,100,100,100,100,86.5759,100,100,42.5711,0,NaN,9.30408,4.354,0.964234,
19.7542,3.07672,3.02735,3.33067e-14,22.6107,5.74174,5.55112e-14,3.33067e-14,20.4596,-4.44185e-14,14.4795,8.33567,12.9655,100,1.98472,100,100,100,100,100,100,100,86.3714,100,100,42.0217,0,NaN,9.227,4.28177,0.924331,
19.81,3.06154,2.9889,3.33067e-14,22.4658,5.67392,5.55112e-14,3.33067e-14,20.2281,-4.44185e-14,14.4324,8.30854,12.875,100,1.93531,100,100,100,100,100,100,100,86.1396,100,100,41.4647,0,NaN,9.14714,4.20833,0.886762,
19.8658,3.04715,2.9552,3.33067e-14,22.3295,5.60908,5.55112e-14,3.33067e-14,19.9824,-4.44185e-14,14.3866,8.28219,12.7544,100,1.90366,100,100,100,100,100,100,100,85.9162,100,100,40.8626,0,NaN,9.07229,4.14053,0.851193,
19.9216,3.0325,2.91885,3.33067e-14,22.1808,5.54974,5.55112e-14,3.33067e-14,19.7714,-4.44185e-14,14.3417,8.25635,12.6187,100,1.85734,100,100,100,100,100,100,100,85.7075,100,100,40.3658,0,NaN,8.99605,4.07042,0.812402,
19.9774,3.01777,2.88199,3.33067e-14,22.0367,5.49591,5.55112e-14,3.33067e-14,19.5974,-4.44185e-14,14.2937,8.22871,12.4981,100,1.81025,100,100,100,100,100,100,100,85.4863,100,100,39.8389,0,NaN,8.91935,4.00251,0.777389,
20.0332,3.00304,2.84775,3.33067e-14,21.9036,5.44251,5.55112e-14,3.33067e-14,19.4069,-4.44185e-14,14.2417,8.19876,12.3624,100,1.77243,100,100,100,100,100,100,100,85.2545,100,100,39.2594,0,NaN,8.84265,3.93411,0.74171,
20.089,2.98839,2.81247,3.33067e-14,21.7646,5.37851,5.55112e-14,3.33067e-14,19.2,-4.44185e-14,14.1941,8.17137,12.1865,100,1.73151,100,100,100,100,100,100,100,84.9934,100,100,38.8228,0,NaN,8.76557,3.86329,0.707586,
20.1448,2.97439,2.78455,3.33067e-14,21.6173,5.32087,5.55112e-14,3.33067e-14,19.0075,-4.44185e-14,14.1531,8.14777,12.0308,100,1.68133,100,100,100,100,100,100,100,84.7595,100,100,38.3185,0,NaN,8.69221,3.79881,0.674908,
20.2006,2.9625,2.75032,3.33067e-14,21.502,5.27213,5.55112e-14,3.33067e-14,18.8355,-4.44185e-14,14.1141,8.12528,11.9252,100,1.65354,100,100,100,100,100,100,100,84.554,100,100,37.8293,0,NaN,8.62915,3.74398,0.647009,
20.2564,2.94814,2.7145,3.33067e-14,21.3635,5.20558,5.55112e-14,3.33067e-14,18.602,-4.44185e-14,14.0698,8.09979,11.7694,100,1.61109,100,100,100,100,100,100,100,84.2855,100,100,37.2798,0,NaN,8.55254,3.67538,0.614887,
20.3122,2.9345,2.68817,3.33067e-14,21.2459,5.1526,5.55112e-14,3.33067e-14,18.4116,-4.44185e-14,14.0207,8.07155,11.6338,100,1.58561,100,100,100,100,100,100,100,84.0517,100,100,36.7981,0,NaN,8.48057,3.61069,0.584876,
20.368,2.92117,2.66131,3.33067e-14,21.1169,5.10344,5.55112e-14,3.33067e-14,18.2293,-4.44185e-14,13.9767,8.04622,11.478,100,1.54392,100,100,100,100,100,100,100,83.8115,100,100,36.324,0,NaN,8.41111,3.54963,0.557533,
20.4238,2.90769,2.62655,3.33067e-14,20.9976,5.04241,5.55112e-14,3.33067e-14,18.0204,-4.44185e-14,13.9335,8.02133,11.2719,100,1.49375,100,100,100,100,100,100,100,83.5515,100,100,35.767,0,NaN,8.3397,3.48656,0.529634,
20.4796,2.89442,2.59284,3.33067e-14,20.8768,4.98476,5.55112e-14,3.33067e-14,17.832,-4.44185e-14,13.8911,7.99695,11.0458,100,1.44666,100,100,100,100,100,100,100,83.2809,100,100,35.2326,0,NaN,8.27024,3.4269,0.503291,
20.5354,2.88106,2.56387,3.33067e-14,20.7497,4.93009,5.55112e-14,3.33067e-14,17.6415,-4.44185e-14,13.8488,7.97258,10.885,100,1.41269,100,100,100,100,100,100,100,82.9831,100,100,34.7734,0,NaN,8.19985,3.36514,0.477282,
20.5912,2.86837,2.52859,3.33067e-14,20.633,4.87457,5.55112e-14,3.33067e-14,17.4347,-4.44185e-14,13.8072,7.94863,10.7342,100,1.37564,100,100,100,100,100,100,100,82.7366,100,100,34.224,0,NaN,8.13318,3.30891,0.453051,
20.647,2.85523,2.49698,3.33067e-14,20.5136,4.81904,5.55112e-14,3.33067e-14,17.2463,-4.44185e-14,13.7647,7.92417,10.5583,100,1.33781,100,100,100,100,100,100,100,82.4608,100,100,33.7498,0,NaN,8.06334,3.24935,0.428709,
20.7028,2.84214,2.47539,3.33067e-14,20.3897,4.76818,5.55112e-14,3.33067e-14,17.066,-4.44185e-14,13.7212,7.8991,10.4126,100,1.30462,100,100,100,100,100,100,100,82.163,100,100,33.2681,0,NaN,7.99481,3.1892,0.40659,
20.7586,2.82939,2.44695,3.33067e-14,20.2621,4.71774,5.55112e-14,3.33067e-14,16.8735,-4.44185e-14,13.6794,7.87507,10.2467,100,1.26061,100,100,100,100,100,100,100,81.9071,100,100,32.7262,0,NaN,7.92758,3.13055,0.382581,
20.8144,2.81671,2.41956,3.33067e-14,20.1445,4.669,5.55112e-14,3.33067e-14,16.6912,-4.44185e-14,13.6359,7.85,10.0759,100,1.22742,100,100,100,100,100,100,100,81.6544,100,100,32.1843,0,NaN,7.86146,3.07311,0.359351,
20.8702,2.80437,2.38954,3.33067e-14,20.0352,4.61094,5.55112e-14,3.33067e-14,16.4905,-4.44185e-14,13.5952,7.82657,9.91507,100,1.19037,100,100,100,100,100,100,100,81.3734,100,100,31.7251,0,NaN,7.79664,3.01919,0.33901,
20.926,2.79163,2.36321,3.33067e-14,19.9154,4.55923,5.55112e-14,3.33067e-14,16.3226,-4.44185e-14,13.5524,7.80193,9.75426,100,1.15717,100,100,100,100,100,100,100,81.0745,100,100,31.2509,0,NaN,7.7295,2.96004,0.318003,
20.9818,2.77819,2.33108,3.33067e-14,19.7878,4.50922,5.55112e-14,3.33067e-14,16.1608,-4.44185e-14,13.5066,7.77558,9.5834,100,1.11857,100,100,100,100,100,100,100,80.7767,100,100,30.7165,0,NaN,7.65828,2.9026,0.294439,
21.0376,2.76534,2.31212,3.33067e-14,19.6647,4.46302,5.55112e-14,3.33067e-14,15.9888,-4.44185e-14,13.4653,7.75181,9.41756,100,1.08306,100,100,100,100,100,100,100,80.4862,100,100,30.3402,0,NaN,7.59039,2.84546,0.274432,
21.0934,2.75279,2.28737,3.33067e-14,19.5499,4.40665,5.55112e-14,3.33067e-14,15.7963,-4.44185e-14,13.4252,7.72872,9.32208,100,1.0545,100,100,100,100,100,100,100,80.1789,100,100,29.8961,0,NaN,7.52456,2.79003,0.256981,
21.1492,2.73978,2.25471,3.33067e-14,19.4274,4.35028,5.55112e-14,3.33067e-14,15.6038,-4.44185e-14,13.3846,7.70537,9.19142,100,1.01976,100,100,100,100,100,100,100,79.8685,100,99.9767,29.294,0,NaN,7.45565,2.73068,0.239419,
21.205,2.72803,2.22943,3.33067e-14,19.319,4.30916,5.55112e-14,3.33067e-14,15.4583,-4.44185e-14,13.3424,7.68108,9.08086,100,0.998147,100,100,100,100,100,100,100,79.577,100,99.9767,28.9026,0,NaN,7.39408,2.68048,0.22308,
21.2608,2.71648,2.20415,3.33067e-14,19.2174,4.26212,5.55112e-14,3.33067e-14,15.2802,-4.44185e-14,13.3025,7.65807,8.9502,100,0.967269,100,100,100,100,100,100,100,79.2718,100,99.9302,28.3983,0,NaN,7.33391,2.63159,0.209631,
21.3166,2.70392,2.17255,3.33067e-14,19.1086,4.21041,5.55112e-14,3.33067e-14,15.102,-4.44185e-14,13.2576,7.63224,8.85472,100,0.934074,100,100,100,100,100,100,100,78.9928,100,99.9302,27.8112,0,NaN,7.26779,2.57747,0.19318,
21.3724,2.6919,2.14885,3.33067e-14,18.9956,4.16209,5.55112e-14,3.33067e-14,14.9238,-4.44185e-14,13.2178,7.60932,8.75421,100,0.897792,100,100,100,100,100,100,100,78.6657,100,99.9302,27.3747,0,NaN,7.20437,2.52617,0.180064,
21.4282,2.67949,2.12304,3.33067e-14,18.8666,4.11208,5.55112e-14,3.33067e-14,14.7293,-4.44185e-14,13.1822,7.5888,8.58837,100,0.863826,100,100,100,100,100,100,100,78.3217,100,99.9069,26.8553,0,NaN,7.1388,2.47154,0.166615,
21.484,2.66789,2.1004,3.33067e-14,18.7669,4.06249,5.55112e-14,3.33067e-14,14.5552,-4.44185e-14,13.1428,7.56614,8.50797,100,0.833719,100,100,100,100,100,100,100,78.0113,100,99.8836,26.479,0,NaN,7.0777,2.42225,0.153499,
21.5399,2.65619,2.08038,3.33067e-14,18.6626,4.01587,5.55112e-14,3.33067e-14,14.3893,-4.44185e-14,13.1018,7.54254,8.39238,100,0.813648,100,100,100,100,100,100,100,77.6778,100,99.8836,26.0425,0,NaN,7.01697,2.37296,0.141606,
21.5957,2.64437,2.06458,3.33067e-14,18.5551,3.96882,5.55112e-14,3.33067e-14,14.2132,-4.44185e-14,13.0602,7.51859,8.33208,100,0.785858,100,100,100,100,100,100,100,77.3433,100,99.8603,25.6059,0,NaN,6.95475,2.32156,0.13038,
21.6515,2.63285,2.03614,3.33067e-14,18.4412,3.9239,5.55112e-14,3.33067e-14,14.0596,-4.44185e-14,13.0244,7.49799,8.2768,100,0.754979,100,100,100,100,100,100,100,77.0129,100,99.8371,25.1392,0,NaN,6.89402,2.27417,0.118709,
21.7073,2.62075,2.00823,3.33067e-14,18.3356,3.87303,5.55112e-14,3.33067e-14,13.906,-4.44185e-14,12.983,7.47412,8.21649,100,0.729504,100,100,100,100,100,100,100,76.6637,100,99.8371,24.6274,0,NaN,6.83022,2.22518,0.110039,
21.7631,2.60987,1.98874,3.33067e-14,18.2308,3.83235,5.55112e-14,3.33067e-14,13.7687,-4.44185e-14,12.9478,7.45387,8.14614,100,0.698626,100,100,100,100,100,100,100,76.346,100,99.8371,24.2436,0,NaN,6.7732,2.18052,0.101036,
21.8189,2.59817,1.9682,3.33067e-14,18.1197,3.79039,5.55112e-14,3.33067e-14,13.6008,-4.44185e-14,12.9083,7.43112,8.07578,100,0.673923,100,100,100,100,100,100,100,75.9926,100,99.8138,23.7769,0,NaN,6.71136,2.13274,0.0938113,
21.8747,2.58688,1.94345,3.33067e-14,18.0177,3.74504,5.55112e-14,3.33067e-14,13.4267,-4.44185e-14,12.8692,7.40863,8.0004,100,0.646904,100,100,100,100,100,100,100,75.6769,100,99.7672,23.2877,0,NaN,6.65258,2.08777,0.0868088,
21.9305,2.57516,1.91711,3.33067e-14,17.9198,3.69757,5.55112e-14,3.33067e-14,13.2711,-4.44185e-14,12.8274,7.3846,7.94512,100,0.625289,100,100,100,100,100,100,100,75.2847,100,99.7672,22.8285,0,NaN,6.58989,2.03999,0.0802509,
21.9863,2.56397,1.89446,3.33067e-14,17.821,3.6501,5.55112e-14,3.33067e-14,13.0888,-4.44185e-14,12.7897,7.36288,7.87477,100,0.602131,100,100,100,100,100,100,100,74.9219,100,99.7672,22.3995,0,NaN,6.53111,1.99462,0.0750268,
